Upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,cost_qty,cost_cents,variable_price,addstock,setstock,pack_name,pack_qty,pack_upc,unit_upc,unit_count,is_oneclick,oc_color,oc_border_color,oc_text_color,oc_fixedpos,oc_page,oc_key,oc_relpos
012354000148,Wine,1,489,n,n,Lindeman's Bin 90:Moscato,750.00 ML,n,n,1,1,450,n,,3,,,,,,n,,,,,,,
012354001350,Wine,1,1169,n,n,19 CRIMES,750ML,n,n,1,1,900,n,,3,,,,,,n,,,,,,,
012354004290,Wine,1,1429,n,n,19 Crimes Cali by Snoop 2 of Amerikaz Most Wanted Red Blend,750ML,n,n,1,1,1098,n,,12,,,,,,n,,,,,,,
012354005006,Wine,1,0,n,n,Cali rose,750 ML,,n,1,1,0,n,,0,,,,,,n,,,,,,,
012354007437,Wine,1,0,n,n,19 Crimes chard Martha,750mL,n,n,1,1,775,n,,0,,,,,,n,,,,,,,
012354016156,Alcohol,1,1427,n,n,19 CRIMES AMERIKZ,750ml,n,n,1,1,1098,n,,12,,,,,0,n,,,,,,,
012354016552,Wine,1,1929,n,n,19 Crimes Calif Smooth Red,750ml,n,n,1,1,1098,n,,3,,,,,0,n,,,,,,,
012354081826,Wine,1,489,n,n,Lindeman's Bin 95:Sauvignon Blanc,750.00 ML,n,n,1,1,450,n,,3,,,,,0,n,,,,,,,
012354081840,Wine,1,489,n,n,Lindeman's Bin 65:Chardonnay,750.00 ML,n,n,1,1,450,n,,3,,,,,,n,,,,,,,
012354081864,Wine,1,489,n,n,Lindeman's Bin 99:Pinot Noir,750.00 ML,n,n,1,1,450,n,,3,,,,,0,n,,,,,,,
012354087651,Wine,1,489,n,n,Lindeman's Bin 50:Shiraz,750.00 ML,n,n,1,1,450,n,,3,,,,,0,n,,,,,,,
012354087705,Wine,1,489,n,n,Lindeman's Bin 45:Cabernet Sauvignon,750.00 ML,n,n,1,1,450,n,,3,,,,,,n,,,,,,,
012354087828,Wine,1,489,n,n,Lindeman's Bin 85:Pinot Grigio,750.00 ML,n,n,1,1,450,n,,3,,,,,0,n,,,,,,,
012354089990,Wine,1,489,n,n,Lindeman's Bin 40:Merlot,750 ML,n,n,1,1,450,n,,3,,,,,,n,,,,,,,
012546011075,Drinks,1,0,n,n,Trident Spearment,199,n,n,1,1,83,n,,0,,,,,,n,,,,,,,
012546011099,Drinks,1,0,n,n,Trident,1,n,n,1,1,83,n,,0,,,,,,n,,,,,,,
012546011112,Drinks,1,0,n,n,Trident Tropical Twist,14 Pcs,n,n,1,1,83,n,,0,,,,,,n,,,,,,,
012546011136,Drinks,1,0,n,n,Trident Watermelon,14 Pcs,n,n,1,1,83,n,,0,,,,,,n,,,,,,,
012546011495,Drinks,1,0,n,n,trident,,n,n,1,1,83,n,,0,,,,,,n,,,,,,,
012546312417,Drinks,1,0,n,n,Dentyne Ice:Arctic Chill - Split 2 Fit Pack,24.00 G,n,n,1,1,99,n,,0,,,,,,n,,,,,,,
012546312554,Drinks,1,0,n,n,Dentyne Ice: Peppermint- Split 2 Fit Pack,24.00 G,n,n,1,1,99,n,,0,,,,,,n,,,,,,,
012546315098,Drinks,1,0,n,n,Dentyne Fire Spicy Cinnamon,24.00 G,n,n,1,1,99,n,,0,,,,,,n,,,,,,,
012584000031,Wine,1,0,n,n,Oliver Soft White:White Table Wine,750.00 ML,,n,1,1,0,n,,0,,,,,,n,,,,,,,
012584000079,Wine,1,0,n,n,Oliver Soft Red:Red Table Wine,750.00 ML,,n,1,1,1050,n,,0,,,,,,n,,,,,,,
012584000192,Wine,1,0,n,n,Porch Swing Sweet Red Reserve,,n,n,1,1,1050,n,,0,,,,,,n,,,,,,,
012584000208,Wine,1,0,n,n,Porch Swing Sweet Rose Nv,750 ML,n,n,1,1,1050,n,,0,,,,,,n,,,,,,,
012584000239,Wine,1,0,n,n,Porch Sweet Swing Pink Lmnade,750 ml,n,n,1,1,1050,n,,0,,,,,,n,,,,,,,
012584320108,Wine,1,0,n,n,Oliver Cherry Moscato,750 ML,n,n,1,1,1100,n,,0,,,,,,n,,,,,,,
012584320207,Wine,1,0,n,n,Oliver blueberry,750 ML,n,n,1,1,1100,n,,0,,,,,,n,,,,,,,
012584320306,Wine,1,0,n,n,Oliver Lemon Moscato,750 ML,n,n,1,1,1100,n,,0,,,,,,n,,,,,,,
012587000700,Drinks,1,0,n,n,Glad,15bags,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
012587787427,Tax,1,0,n,n,Glad Sandwich Zipper Bags,22 bags,,n,1,1,0,n,,0,,,,,,n,,,,,,,
012587788363,Household,1,0,n,n,Zipplo,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
012700155201,General Food,1,0,n,n,Skinner:Twirls,12.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
013000001137,Grocery Non-Taxable,1,0,n,n,Heinz:Original Shipper &,12.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
013000001380,General Food,1,0,n,n,Heinz:Tomato,46.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
013000002820,General Food,1,0,n,n,Heinz:Worcestershire Sauce,18.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
013000006408,General Food,1,0,n,n,Ketchup,20.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
013000008143,General Food,1,0,n,n,Heinz:Apple Cider,32.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
013300280645,Grocery Non-Taxable,1,0,n,n,Pancake,32oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
013300541333,General Food,1,0,n,n,Gladiola:White Cornbead Mix,6.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
013300543337,General Food,1,0,n,n,Gladiola:Yellow Cornbread Mix,6.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
013300573341,General Food,1,0,n,n,Martha White:Gladiola Sweet Yellow,7.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
013409516867,General Food,1,0,n,n,Hot sauce,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
013631003845,Mix,1,0,n,n,Curacao,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
013631006617,Tax,1,0,n,n,Sugar,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
013631006631,Tax,1,0,n,n,Sugar,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
013631006655,Tax,1,0,n,n,Sugar,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
013631006679,Tax,1,0,n,n,Sugar,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
013700141768,Tax,1,0,n,n,party cup,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
013700203008,Household,1,0,n,n,hefty           ,ea,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014113911856,Snacks,1,0,n,n,Wonderful:Roasted & Salted,1.50 OZ,n,n,1,1,62,n,,0,,,,,,n,,,,,,,
014200000692,Drinks,1,0,n,n,Charms Blow Pops,0.65 Oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014200004409,Drinks,1,0,n,n,Charms:Cotton Candy,1.00 EA,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014200306282,Drinks,1,0,n,n,Cotton Candy    ,ea,n,n,1,1,96,n,,0,,,,,,n,,,,,,,
014200612208,Drinks,1,0,n,n,Parade:Cotton Candy,2.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014800003819,Drinks,1,0,n,n,clamato limo,64 oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014800006704,Drinks,1,0,n,n,Lime,32 FL OZ,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
014800103274,Alcohol,1,629,n,n,CLAMATO MICHELADA ESPECIAL,1L,n,n,1,1,487,n,,6,,,,,,n,,,,,,,
014800316650,Drinks,1,0,n,n,Mott`s 100% Apple Juice - 86 fl. Oz. -,2 pk,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014800511345,Cocktail,1,629,n,n,Clamato:Tomato Cocktail,1.00 LT,n,n,1,1,487,n,,6,,,,,0,n,,,,,,,
014800511758,Drinks,1,0,n,n,Clamato Tomato Cocktail,16.00 OZ,n,n,1,1,149,n,,0,,,,,,n,,,,,,,
014800512748,Drinks,1,0,n,n,Clamato:Picante,16.00 OZ,n,n,1,1,149,n,,0,,,,,,n,,,,,,,
014800512755,Drinks,1,0,n,n,Clamato:Picante,32.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014800512762,Drinks,1,0,n,n,Clamato:Picante,64.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014800513240,Drinks,1,0,n,n,Clamato:Tomato Cocktail,32.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014800516470,Cocktail,1,0,n,n,Clamato:Tomato Cocktail,64.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014800582024,General Food,1,0,n,n,ReaLime:Lime Juice,4.50 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014800582048,General Food,1,0,n,n,ReaLime Lime Juice,8.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014800582055,Drinks,1,0,n,n,ReaLime:100% from Concentrate Natural Strength,15.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014800582178,General Food,1,0,n,n,ReaLemon:Lemon Juice,4.50 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014800582215,General Food,1,0,n,n,ReaLemon 100% from Concentrate Natural Strength,2.50 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014800582239,Drinks,1,0,n,n,ReaLemon: 100% Lemon Juice Concentrate,15.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014800582284,Drinks,1,0,n,n,ReaLemon:100% from Concentrate Natural Strength,48.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014900012704,General Food,1,0,n,n,Wolf:No Beans,15.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014900013909,Grocery Non-Taxable,1,0,n,n,Wolf:Lean Beef - No Beans,15.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
014900022703,General Food,1,0,n,n,Wolf:With Beans,15.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014900363219,General Food,1,0,n,n,Wolf:Mild - No Beans,15.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
014900442037,General Food,1,0,n,n,Wolf:Homestyle w/Beans,15.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
015834002038,Drinks,1,0,n,n,Texas milk,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
015834002533,Drinks,1,0,n,n,2% milk,1/2 gal,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
015900000234,Grocery Non-Taxable,1,0,n,n,"Bar S:Bologna, Beef",16.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
015900000289,Drinks,1,0,n,n,"Bar S:Bologna, Thick Sliced",16.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
015900000425,Grocery Non-Taxable,1,0,n,n,"Bar S:Bologna, Original",16.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
015900000432,General Food,1,0,n,n,Bologna,1,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
015900002092,Drinks,1,0,n,n,Bar S Classic Bun Length Franks,16 oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
015900063352,Drinks,1,0,n,n,BARS TRKY BRST DELI,14OZ,n,n,1,1,374,n,,0,,,,,,n,,,,,,,
015900063390,Drinks,1,0,n,n,Bars Franks ,10 oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
015900134014,General Food,1,0,n,n,Bar S Franks American Favorite,12 Oz,n,n,1,1,100,n,,0,,,,,,n,,,,,,,
015900190744,General Food,1,0,n,n,Ham,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
015900190751,Grocery Non-Taxable,1,0,n,n,Ham Bar S 97% fat free,1 pound,n,n,1,1,342,n,,0,,,,,,n,,,,,,,
016000107106,Grocery Non-Taxable,1,0,n,n,"Gold Medal:Enriched Bleached Pre-Sifted Flour, All-Purpose",32.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000118553,Chips,1,0,n,n,Muddy Buddies Mint Chocolate,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000122222,General Food,1,0,n,n,REESES PUFFS,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000122543,Grocery Non-Taxable,1,0,n,n,General Mills Cinnamon Toast Crunch 12 OZ 340g,340g,,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000124790,General Food,1,0,n,n,General Mills Honey Nut Cheerios Cereal 10.8 OZ 306g,306g,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000126060,Chips,1,0,n,n,Chex Mix:Cheddar,3.75 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000126077,Chips,1,0,n,n,Chex Mix:Bold Party Blend,3.75 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000136090,Chips,1,0,n,n,BUGLES CHURRO,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000141544,General Food,1,0,n,n,Cinnamon Toast Crunch:Whole Wheat and Rice Cereal,2.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000141551,General Food,1,0,n,n,Honey Nut Cheerios,1.80 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000141568,General Food,1,0,n,n,Lucky Charms:with Marshmallows,1.70 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000151635,General Food,1,0,n,n,Cookie crisp,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
016000160101,Snacks,1,0,n,n,Chex Mix:Traditional,3.75 OZ,n,n,1,1,143,n,,0,,,,,,n,,,,,,,
016000166196,Snacks,1,0,n,n,Gardetto's:Original Recipe,5.50 OZ,n,n,1,1,185,n,,0,,,,,,n,,,,,,,
016000167490,Snacks,1,0,n,n,Gardetto's:Italian Cheese Blend,5.50 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000170322,Grocery Non-Taxable,1,0,n,n,MUDDY BUD PRTZL PB CHOC,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000180932,Chips,1,0,n,n,Chex mix white cheddar,12 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000196131,Drinks,1,0,n,n,Fruit by the foot,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000264694,Snacks,1,0,n,n,Nature Valley Oats 'n Honey,1.50 OZ,n,n,1,1,29,n,,0,,,,,,n,,,,,,,
016000368309,Snacks,1,0,n,n,Bugles:Original,3.00 OZ,n,n,1,1,133,n,,0,,,,,,n,,,,,,,
016000439894,General Food,1,0,n,n,Nature Valley Trail Mix - Fruit & Nut,1.20 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000442818,Snacks,1,0,n,n,Nature Valley:Sweet & Salty Nut - Almond,1.20 OZ,n,n,1,1,34,n,,0,,,,,,n,,,,,,,
016000504257,Snacks,1,0,n,n,Bugels Sweet & Salty Caramels,3.5 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000507043,Chips,1,0,n,n,Chex Mix Muddy Cookies & Cream,4.25 oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000507326,Chips,1,0,n,n,Chex Mix Muddy Buddies:Peanut Butter & Chocolate,4.50 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000507661,Snacks,1,0,n,n,Nature Valley:Peanut Butter Dark Chocolate,1.42 OZ,n,n,1,1,49,n,,0,,,,,,n,,,,,,,
016000512580,Chips,1,0,n,n,Bugles:Ranch,3.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000513792,Chips,1,0,n,n,Bugles:Nacho Cheese,3.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016000714328,Grocery Non-Taxable,1,0,n,n,Muffin bars,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016229901141,Drinks,1,0,n,n,Foco Coconut Juice,11.80 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016229901479,Drinks,1,0,n,n,Foco Coconut Juice,17.6 Fl Oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016300220055,Drinks,1,0,n,n,Texsun:100% Orange Juice,48.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016300220062,Drinks,1,0,n,n,Orange,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
016600000043,Mix,1,489,n,n,Roses Lime Juice,12OZ,n,n,1,1,375,n,,6,,,,,,n,,,,,,,
016600000050,Mix,1,489,n,n,Rose Grenadine,120Z,n,n,1,1,375,n,,6,,,,,,n,,,,,,,
016600001422,Liquor,1,0,n,n,Sweet syrup,50ml,,n,1,1,0,n,,0,,,,,,n,,,,,,,
016600001880,Mix,1,0,n,n,Roses,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
016600001903,Mix,1,0,n,n,Roses,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
016600001927,Mix,1,0,n,n,Roses,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
016757642752,Drinks,1,0,n,n,Crazy sandia,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
016757645852,Drinks,1,0,n,n,Crazy Fresa,2 Oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
017000013237,General Food,1,0,n,n,Armour Treet Original,12 oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
017000121581,Household,1,0,n,n,"Dial Hand Soap with Moisturizer, Coconut Water & Mango",7.50 fluid ounces,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
017000187556,Drinks,1,0,n,n,Dial,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
017000190877,Drinks,1,0,n,n,Dial,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
017082005380,General Food,1,0,n,n,Jerky,Strios,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082010933,Snacks,1,0,n,n,Pork tender bites,3.25 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082460714,Snacks,1,0,n,n,Jack Links Beef Steak Tender bites,1.25 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082600035,Snacks,1,0,n,n,Jack Link's:Original - Jumbo,2.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082600134,Snacks,1,0,n,n,"Jack Link's:Beef Steak, Sweet & Hot, Jumbo",2.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082600233,Snacks,1,0,n,n,"Jack Link's:Beef Steak, Peppered, Jumbo",2.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082873514,Snacks,1,0,n,n,Jack Link's Premium Cuts:Original - Tender Style,0.80 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082876300,Snacks,1,0,n,n,Jack Link's Meat Snacks:Hickory Smoked,2.85 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082876348,Snacks,1,0,n,n,Jack Link's Meat Snacks:Steakhouse Recipe,2.85 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082877444,Snacks,1,0,n,n,Jack Link's Meat Snacks Sweet & Hot,1.25 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082877451,Snacks,1,0,n,n,Jack Link's Original Beef Jerky,1.25 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082877475,Snacks,1,0,n,n,Jack Link's Meat Snacks Peppered Beef Jerky,1.25 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082877499,Snacks,1,0,n,n,Jack Link's Meat Snacks:Teriyaki,1.25 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082877581,Snacks,1,0,n,n,Jack Links Japapeno,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082883872,Snacks,1,0,n,n,JL HICKORY SMOKED BACON JERKY,2.85 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082883889,Snacks,1,0,n,n,jack link's meat snack sweet hot,3.25,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082883896,Snacks,1,0,n,n,Jack Link's Teriyaki Beef Jerky,3.25 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082883902,Snacks,1,0,n,n,Jack Links Jalapeno,92g,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082883919,Snacks,1,0,n,n,Jack Link's Original Beef Jerky,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082883926,Snacks,1,0,n,n,JL PEPPERED BEEF JERKY,3.25 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082885852,Snacks,1,0,n,n,Jack Links Tender Teriyaki Bites,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082886750,Snacks,1,0,n,n,JK LINKS 4 OZ,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082887078,Chips,1,0,n,n,Jack Links Sticks Original,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082888693,Snacks,1,0,n,n,JACK LINKS WILD HEAT,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082889638,Snacks,1,0,n,n,U21-JL ORIGINAL BEEF STICK,1.84Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082889690,General Food,1,0,n,n,U21-JL PEPPERONI BEEF STICK,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
017082890412,General Food,1,0,n,n,Beef stick,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
017224560128,Wine,1,0,n,n,Caymus Conundrum red,750mL,n,n,1,1,1125,n,,0,,,,,,n,,,,,,,
017224710011,Wine,1,3699,n,n,Caymus Suisun The Walking Fool Red Blend 2024,750ML,n,n,1,1,2849,n,,12,,,,,,n,,,,,,,
017224710202,Wine,1,1996,n,n,BONANZA CABERNET,750ml,n,n,1,1,1539,n,,3,,,,,,n,,,,,,,
017224710226,Wine,1,1819,n,n,BONANZA CALIF CHARD LOT,750ml,n,n,1,1,1399,n,,3,,,,,,n,,,,,,,
017224712107,Wine,1,7309,n,n,Caymus Vineyards Anniversary:Cabernet Sauvignon,750.00 ML,n,n,1,1,5624,n,,11,,,,,0,n,,,,,,,
017224720102,Wine,1,17549,n,n,Caymus Vineyards:Cabernet Sauvignon,750.00 ML,n,n,1,1,13500,n,,6,,,,,0,n,,,,,,,
017224750123,Wine,1,0,n,n,CONUNDRUM WHITE (NO DISC)$,750 ML,n,n,1,1,1349,n,,0,,,,,,n,,,,,,,
017400105501,General Food,1,0,n,n,Mahatma:Extra Long Grain Enriched Rice,16.00 OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
017800150149,Drinks,1,0,n,n,Cat Chow:Complete Formula,50.40 OZ,n,n,1,1,589,n,,0,,,,,,n,,,,,,,
017800178365,Drinks,1,0,n,n,Food,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
017800404006,Drinks,1,0,n,n,Puppy Chow:Healthy Life Nutrition,4.40 LB,n,n,1,1,569,n,,0,,,,,,n,,,,,,,
017800410274,Drinks,1,0,n,n,Pet ,4.40 LB,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
018000001873,General Food,1,0,n,n,Pillsbury:Buttermilk Biscuits,5.00 EA,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
018000001880,General Food,1,0,n,n,Pillsbury:Butter Tastin' Biscuits,5.00 EA,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
018000002610,Grocery Non-Taxable,1,0,n,n,"Pillsbury:Biscuits, Original",5.00 EA,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018000004010,Grocery Non-Taxable,1,0,n,n,"Pillsbury:Crescent Rolls, Original",8.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018000004157,Grocery Non-Taxable,1,0,n,n,"Pillsbury:Quick Dinner Rolls, Butter Flake, Crescent",8.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018000005017,Grocery Non-Taxable,1,0,n,n,"Pillsbury:Cinnamon Rolls, with Icing",8.00 EA,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018000005123,Grocery Non-Taxable,1,0,n,n,Pillsbury:Cinnamon Rolls with Cream Cheese Icing,8.00 EA,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200000164,Beer,1,0,n,n,Budweiser Can 6pk,12 FL OZ-6pk,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200000188,Beer,1,739,n,n,BUDWEISER 6 pk,16 OZ,n,n,1,1,923,n,,4,,,,,,n,,,,,,,
018200000331,Beer,1,0,n,n,Ziegen bock,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
018200000430,Beer,1,0,n,n,Natural Light 6Pk,16 oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200000638,Beer,1,0,n,n,Busch Light 6-Pack 16 FL OZ Can,16.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200001062,Beer,1,0,n,n,Bud Light,12 oz-6pk,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200001154,Beer,1,1154,n,n,Bud Light,16.00 FL OZ-6pk,n,n,1,1,923,n,,4,,,,,,n,,,,,,,
018200001178,Beer,1,333,n,n,Bud Light Singles 32 FL OZ Bottle,32.00 FL OZ,n,n,1,1,267,n,,12,,,,,,n,,,,,,,
018200001581,Beer,1,1207,n,n,180 Orange Citrus:Energy Drink,12.00 OZ,n,n,1,1,966,n,,4,,,,,0,n,,,,,,,
018200001680,Beer,1,0,n,n,Budweiser King of Beers Bottle,12 Oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200001697,Beer,1,0,n,n,Bud Light bottle,12 oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200001789,Beer,1,0,n,n,Bud Light Lime 6 pk,12.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200002304,Beer,1,1126,n,n,Bud Light Chelada (Budweiser & Clamato) 6-Pack 12 FL OZ Can,72.00 FL OZ,n,n,1,1,901,n,,4,,,,,,n,,,,,,,
018200002434,Beer,1,0,n,n,Bud Ice,16.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200002441,Beer,1,308,n,n,Bud Ice Singles 40 FL OZ Bottle,40.00 FL OZ,n,n,1,1,247,n,,12,,,,,,n,,,,,,,
018200002724,Beer,1,4006,n,n,Margaritaville Paradise Key:Tropical,500.00 ML,n,n,1,1,3205,n,,1,,,,,0,n,,,,,,,
018200003325,Beer,1,0,n,n,Michelob Ultra 6 pk,12 oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200003349,Beer,1,1093,n,n,Michelob Ultra 6pk,12.00 FL OZ,n,n,1,1,875,n,,4,,,,,,n,,,,,,,
018200004261,Beer,1,0,n,n,Busch Light 6-Pack 16 FL OZ Can,96.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200007699,Beer,1,0,n,n,Bud Light 12-Pack 12 FL OZ Bottle,144.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200007712,Beer,1,0,n,n,Budweiser 12-Pack Bottle,144.00 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200007736,Beer,1,475,n,n,Bud Light 6-Pack 7 FL OZ Bottle,42.00 FL OZ,n,n,1,1,308,n,,4,,,,,0,n,,,,,,,
